# All data here refers to Q = 0.0000 0.0000 - Columns: iw - Rows: nu
11 	0.01190796 	0.01095844 	0.01014903 	0.00945088 	0.00884255 	0.00830775 	0.00783391 	0.00741119 	0.00703174 	0.00668923 	0.00637853 	0.00609540 	0.00583633 	0.00559838 	0.00537907 	0.00517629 	0.00498824 	0.00481337 	0.00465035 	0.00449800 	0.00435532 	0.00422141 	0.00409549 	0.00397686 	0.00386491 	0.00375909 	0.00365890 	0.00356392 	0.00347375 	0.00338802 	0.00330643 	0.00322867 	
12 	0.01008454 	0.00933962 	0.00869711 	0.00813725 	0.00764508 	0.00720901 	0.00681999 	0.00647078 	0.00615558 	0.00586965 	0.00560910 	0.00537069 	0.00515171 	0.00494989 	0.00476328 	0.00459023 	0.00442931 	0.00427928 	0.00413909 	0.00400779 	0.00388456 	0.00376868 	0.00365951 	0.00355649 	0.00345911 	0.00336692 	0.00327952 	0.00319654 	0.00311765 	0.00304257 	0.00297101 	0.00290274 	
13 	0.00864968 	0.00805460 	0.00753607 	0.00708023 	0.00667636 	0.00631606 	0.00599264 	0.00570072 	0.00543591 	0.00519460 	0.00497379 	0.00477099 	0.00458408 	0.00441125 	0.00425099 	0.00410195 	0.00396301 	0.00383317 	0.00371157 	0.00359745 	0.00349013 	0.00338903 	0.00329362 	0.00320344 	0.00311806 	0.00303711 	0.00296027 	0.00288721 	0.00281767 	0.00275140 	0.00268818 	0.00262780 	
14 	0.00750042 	0.00701754 	0.00659304 	0.00621695 	0.00588142 	0.00558025 	0.00530840 	0.00506181 	0.00483710 	0.00463148 	0.00444263 	0.00426858 	0.00410764 	0.00395840 	0.00381962 	0.00369024 	0.00356933 	0.00345610 	0.00334983 	0.00324990 	0.00315575 	0.00306691 	0.00298293 	0.00290343 	0.00282805 	0.00275649 	0.00268846 	0.00262371 	0.00256200 	0.00250313 	0.00244691 	0.00239315 	
15 	0.00656573 	0.00616854 	0.00581665 	0.00550272 	0.00522093 	0.00496658 	0.00473585 	0.00452560 	0.00433323 	0.00415653 	0.00399368 	0.00384311 	0.00370347 	0.00357363 	0.00345257 	0.00333945 	0.00323351 	0.00313408 	0.00304058 	0.00295250 	0.00286938 	0.00279081 	0.00271642 	0.00264590 	0.00257895 	0.00251530 	0.00245469 	0.00239695 	0.00234188 	0.00228927 	0.00223898 	0.00219084 	
16 	0.00579537 	0.00546475 	0.00516981 	0.00490505 	0.00466609 	0.00444931 	0.00425178 	0.00407104 	0.00390503 	0.00375203 	0.00361056 	0.00347937 	0.00335738 	0.00324365 	0.00313738 	0.00303784 	0.00294443 	0.00285658 	0.00277383 	0.00269574 	0.00262192 	0.00255201 	0.00248575 	0.00242285 	0.00236305 	0.00230614 	0.00225190 	0.00220015 	0.00215073 	0.00210348 	0.00205826 	0.00201494 	
17 	0.00515299 	0.00487486 	0.00462520 	0.00439986 	0.00419545 	0.00400919 	0.00383875 	0.00368221 	0.00353794 	0.00340454 	0.00328084 	0.00316580 	0.00305856 	0.00295835 	0.00286449 	0.00277640 	0.00269357 	0.00261551 	0.00254188 	0.00247227 	0.00240637 	0.00234390 	0.00228459 	0.00222820 	0.00217453 	0.00212339 	0.00207459 	0.00202799 	0.00198344 	0.00194080 	0.00189995 	0.00186079 	
18 	0.00461173 	0.00437555 	0.00416236 	0.00396898 	0.00379277 	0.00363153 	0.00348344 	0.00334695 	0.00322075 	0.00310372 	0.00299490 	0.00289344 	0.00279864 	0.00270982 	0.00262649 	0.00254813 	0.00247431 	0.00240465 	0.00233880 	0.00227646 	0.00221736 	0.00216125 	0.00210790 	0.00205713 	0.00200875 	0.00196259 	0.00191850 	0.00187635 	0.00183601 	0.00179737 	0.00176031 	0.00172476 	
19 	0.00415145 	0.00394918 	0.00376570 	0.00359851 	0.00344553 	0.00330502 	0.00317552 	0.00305578 	0.00294474 	0.00284149 	0.00274520 	0.00265525 	0.00257101 	0.00249195 	0.00241760 	0.00234756 	0.00228147 	0.00221899 	0.00215985 	0.00210377 	0.00205054 	0.00199993 	0.00195175 	0.00190585 	0.00186205 	0.00182021 	0.00178022 	0.00174194 	0.00170528 	0.00166996 	0.00163624 	0.00160385 	
20 	0.00375677 	0.00358222 	0.00342317 	0.00327764 	0.00314398 	0.00302079 	0.00290688 	0.00280122 	0.00270300 	0.00261144 	0.00252587 	0.00244573 	0.00237052 	0.00229979 	0.00223317 	0.00217029 	0.00211086 	0.00205460 	0.00200125 	0.00195061 	0.00190245 	0.00185663 	0.00181296 	0.00177129 	0.00173133 	0.00169329 	0.00165689 	0.00162202 	0.00158859 	0.00155651 	0.00152570 	0.00149608 	
